"CONTEXTE";"MATRICE1";"REGION";"SECTEUR";"MOIS";"clust.num"
"2022LSAL03081";"Surveillance";"Dindes";"Bretagne";"Santé et production animales";"06";1
"2022LSAL02901";"Surveillance";"Viande porcine";"Auvergne Rhone Alpes";"Alimentation humaine";"05";2
"2022LSAL02888";"Surveillance";"Viande de canard";"Occitanie";"Alimentation humaine";"05";3
"2022LSAL02865";"Contrôle autorité (national)";"Volailles, non précisé";"DOM";"Santé et production animales";"05";4
"2022LSAL02853";"Surveillance";"Viande porcine";"Bretagne";"Alimentation humaine";"04";5
"2022LSAL02838";"Surveillance";"Viande de canard";"Occitanie";"Alimentation humaine";"05";3
"2022LSAL02837";"Surveillance";"Viande de canard";"Occitanie";"Alimentation humaine";"05";3
"2022LSAL02836";"Surveillance";"Viande de canard";"Occitanie";"Alimentation humaine";"05";3
"2022LSAL02600";"Surveillance";"Aliments pour animaux, non précisé";"Hauts de France";"Alimentation animale";"04";6
"2022LSAL02392";"Surveillance";"Viande porcine";"Grand Est";"Alimentation humaine";"05";7
"2022LSAL02304";"Programmes de contrôle et d'éradication";"Gallus gallus";"Bretagne";"Santé et production animales";"05";8
"2022LSAL02287";"Surveillance";"Viande porcine";"Bretagne";"Alimentation humaine";"04";5
"2022LSAL02285";"Surveillance";"Viande porcine";"Bretagne";"Alimentation humaine";"04";5
"2022LSAL02186";"Etudes cliniques";"Bovins";"Normandie";"Santé et production animales";"04";9
"2022LSAL02184";"Surveillance";"non spécifié";"Bretagne";"Eco-système";"03";10
"2022LSAL02180";"Surveillance";"Viande porcine";"Provence Alpes Cote d Azur";"Alimentation humaine";"04";11
"2022LSAL02177";"Etudes cliniques";"Bovins";"Grand Est";"Santé et production animales";"04";12
"2022LSAL02175";"Surveillance";"Viande de canard";"Occitanie";"Alimentation humaine";"04";13
"2022LSAL02174";"Surveillance";"Viande de canard";"Occitanie";"Alimentation humaine";"04";13
"2022LSAL02106";"Surveillance";"Viande porcine";NA;"Alimentation humaine";"04";5
"2022LSAL02097";"Surveillance";"Viande porcine";"Bretagne";"Alimentation humaine";"03";14
"2022LSAL02096";"Surveillance";"Viande porcine";"Bretagne";"Alimentation humaine";"02";15
"2022LSAL02027";"Surveillance";"Viande porcine";NA;"Alimentation humaine";"03";14
"2022LSAL01966";"Surveillance";"Viande porcine";"Pays de la Loire";"Alimentation humaine";"03";16
"2022LSAL01963";"Surveillance";"Viande porcine";"Bretagne";"Alimentation humaine";"02";15
"2022LSAL01962";"Surveillance";"Viande porcine";"Bretagne";"Alimentation humaine";"01";17
"2022LSAL01883";"Programmes de contrôle et d'éradication";"Gallus gallus";"DOM";"Santé et production animales";"03";18
"2022LSAL01874";"Surveillance";"Gallus gallus";"DOM";"Santé et production animales";"02";19
"2022LSAL01871";"Surveillance";"Gallus gallus";"DOM";"Santé et production animales";"02";19
"2022LSAL01858";"Surveillance";"Solipèdes, domestique";"Nouvelle Aquitaine";"Santé et production animales";"03";20
"2022LSAL01852";"Programmes de contrôle et d'éradication";"Gallus gallus";"DOM";"Santé et production animales";"02";21
"2022LSAL01830";"Surveillance";"Porcs";"Grand Est";"Santé et production animales";"02";22
"2022LSAL01828";"Alerte Produit";"Autres produits alimentaires transformés et plats préparés";"Bourgogne Franche Comte";"Alimentation humaine";"02";23
"2022LSAL01819";"Etudes cliniques";"Oiseaux sauvages";"Auvergne Rhone Alpes";"Santé et production animales";"01";24
"2022LSAL01818";"Etudes cliniques";"Bovins";"Auvergne Rhone Alpes";"Santé et production animales";"01";25
"2022LSAL01784";"Surveillance";"Gallus gallus";"DOM";"Santé et production animales";"01";26
"2022LSAL01776";"Programmes de contrôle et d'éradication";"Gallus gallus";"DOM";"Santé et production animales";"12";27
"2022LSAL01774";"Programmes de contrôle et d'éradication";"Gallus gallus";"DOM";"Santé et production animales";"12";27
"2022LSAL01773";"Surveillance";"Gallus gallus";"DOM";"Santé et production animales";"12";28
"2022LSAL01750";"Surveillance";"Gallus gallus";"DOM";"Santé et production animales";"02";19
"2022LSAL01749";"Surveillance";"Gallus gallus";"DOM";"Santé et production animales";"02";19
"2022LSAL00662";"Surveillance";"Lait de vache";"Auvergne Rhone Alpes";"Alimentation humaine";"02";29
"2022LSAL00324";"Surveillance";"animaux  d'élevage";"Bretagne";"Santé et production animales";"02";30
"2022LSAL00314";"Programmes de contrôle et d'éradication";"Gallus gallus";"DOM";"Santé et production animales";"02";21
"2022LSAL00284";"Surveillance";"Viande porcine";"Provence Alpes Cote d Azur";"Alimentation humaine";"01";31
"2022LSAL00283";"Surveillance";"Viande porcine";"Provence Alpes Cote d Azur";"Alimentation humaine";"01";31
"2022LSAL00273";"Etudes cliniques";"Bovins";"Normandie";"Santé et production animales";"01";32
"2022LSAL00272";"Etudes cliniques";"Bovins";"Normandie";"Santé et production animales";"01";32
"2022LSAL00271";"Etudes cliniques";"Bovins";"Normandie";"Santé et production animales";"01";32
"2022LSAL00263";"Surveillance";"Viande de dinde";"Nouvelle Aquitaine";"Alimentation humaine";"01";33
"2022LSAL00253";"Enquête";"Volailles, non précisé";"Auvergne Rhone Alpes";"Santé et production animales";"01";34
"2022LSAL00180";"Surveillance";"Légumes";"Occitanie";"Alimentation humaine";"01";35
"2022LSAL00175";"Surveillance";"Viande porcine";"DOM";"Alimentation humaine";"01";36
"2022LSAL00173";"Surveillance";"Lait de vache";"Auvergne Rhone Alpes";"Alimentation humaine";"01";37
"2022LSAL00172";"Surveillance";"Coquilles de mollusques";"Nouvelle Aquitaine";"Alimentation humaine";"01";38
"2022LSAL00091";"Surveillance";"Bovins";"Normandie";"Santé et production animales";"01";39
"2022LSAL00088";"Surveillance";"Lait de vache";"Auvergne Rhone Alpes";"Alimentation humaine";"01";37
"2022LSAL00035";"Etudes cliniques";"Bovins";"Auvergne Rhone Alpes";"Santé et production animales";"12";40
"2022LSAL00034";"Surveillance";"Fromages fabriqués à partir de lait de vache";"Auvergne Rhone Alpes";"Alimentation humaine";"08";41
"2022LSAL00033";"Surveillance";"Fromages fabriqués à partir de lait de vache";"Auvergne Rhone Alpes";"Alimentation humaine";"08";41
"2022LSAL00031";"Surveillance";"Fromages fabriqués à partir de lait de vache";"Auvergne Rhone Alpes";"Alimentation humaine";"08";41
"2022LSAL00030";"Surveillance";"Viande de poulet (Gallus gallus)";"Bretagne";"Alimentation humaine";"01";42
"2022LSAL00023";"Surveillance";"Viande des autres volailles";"Nouvelle Aquitaine";"Alimentation humaine";"12";43
"2022LSAL00020";"Surveillance";"Viande porcine";"Nouvelle Aquitaine";"Alimentation humaine";"12";44
"2021LSAL10296";"Surveillance";"Viande porcine";"Hauts de France";"Alimentation humaine";"12";45
"2021LSAL10295";"Programmes de contrôle et d'éradication";"Gallus gallus";"Normandie";"Santé et production animales";"12";46
"2021LSAL10271";"Alerte Produit";"Viande porcine";"Hauts de France";"Alimentation humaine";"12";47
"2021LSAL10264";"Contrôle autorité (national)";"Viande porcine";"Bretagne";"Alimentation humaine";"12";48
"2021LSAL10263";"Surveillance";"Viande porcine";"Bretagne";"Alimentation humaine";"12";49
"2021LSAL10261";"Surveillance";"Viande porcine";"Provence Alpes Cote d Azur";"Alimentation humaine";"10";50
"2021LSAL10260";"Surveillance";"Viande porcine";"Provence Alpes Cote d Azur";"Alimentation humaine";"10";50
"2021LSAL10258";"Surveillance";"Viande porcine";"Provence Alpes Cote d Azur";"Alimentation humaine";"11";51
"2021LSAL10257";"Surveillance";"Viande porcine";"Provence Alpes Cote d Azur";"Alimentation humaine";"11";51
"2021LSAL10239";"Surveillance";"Viande, Viande mixte";"Grand Est";"Alimentation humaine";"10";52
"2021LSAL10222";"Surveillance";"Aliments pour animaux, non précisé";"Pays de la Loire";"Alimentation animale";"12";53
"2021LSAL10220";"Epidémie/Alerte";"Viande porcine";"Bretagne";"Alimentation humaine";"12";54
"2021LSAL10214";"Programmes de contrôle et d'éradication";"Gallus gallus";"DOM";"Santé et production animales";"11";55
"2021LSAL10213";"Surveillance";"Gallus gallus";"DOM";"Santé et production animales";"11";56
"2021LSAL10211";"Surveillance";"Viande de canard";"Nouvelle Aquitaine";"Alimentation humaine";"11";57
"2021LSAL10210";"Surveillance";"Viande de canard";"Nouvelle Aquitaine";"Alimentation humaine";"11";57
"2021LSAL10209";"Surveillance";"Viande de canard";"Nouvelle Aquitaine";"Alimentation humaine";"11";57
"2021LSAL10113";"Surveillance";"Viande porcine";"Bretagne";"Alimentation humaine";"11";58
"2021LSAL10080";"Programmes de contrôle et d'éradication";"Dindes";"Occitanie";"Santé et production animales";"11";59
"2021LSAL10059";"Surveillance";"Viande de canard";"Occitanie";"Alimentation humaine";"11";60
"2021LSAL10035";"Surveillance";"Gallus gallus";"DOM";"Santé et production animales";"10";61
"2021LSAL10028";"Surveillance";"Viande, Viande mixte";"Grand Est";"Alimentation humaine";"10";52
"2021LSAL10019";"Programmes de contrôle et d'éradication";"Gallus gallus";"DOM";"Santé et production animales";"11";55
"2021LSAL09606";"Surveillance";"Fromages fabriqués à partir de lait de vache";"Auvergne Rhone Alpes";"Alimentation humaine";"08";41
"2021LSAL09605";"Surveillance";"Fromages fabriqués à partir de lait de vache";"Auvergne Rhone Alpes";"Alimentation humaine";"10";62
"2021LSAL09591";"Autre (ex. prestation de service, EILA ..., etc.)";"non spécifié";NA;"Non spécifié";"11";63
"2021LSAL09570";"Etudes cliniques";"Bovins";"Normandie";"Santé et production animales";"10";64
"2021LSAL09569";"Etudes cliniques";"Bovins";"Normandie";"Santé et production animales";"10";64
"2021LSAL09568";"Alerte Produit";"Viande d'origine bovine";"Grand Est";"Alimentation humaine";"11";65
"2021LSAL09555";"Etudes cliniques";"Moutons";"Provence Alpes Cote d Azur";"Santé et production animales";"10";66
"2021LSAL09539";"Surveillance";"Viande porcine";"Hauts de France";"Alimentation humaine";"10";67
"2021LSAL09535";"Surveillance";"Viande porcine";"Provence Alpes Cote d Azur";"Alimentation humaine";"10";50
"2021LSAL09529";"Surveillance";"Bovins";"Bourgogne Franche Comte";"Santé et production animales";"10";68
"2021LSAL09509";"Surveillance";"Matières premières d'origine animal terrestre";"Bretagne";"Alimentation animale";"10";69
"2021LSAL09493";"Etudes cliniques";"Solipèdes, domestique";"Ile de France";"Santé et production animales";"10";70
"2021LSAL09492";"Etudes cliniques";"Solipèdes, domestique";"Ile de France";"Santé et production animales";"10";70
"2021LSAL09484";"Alerte Produit";"Fromages fabriqués à partir de lait de vache";"Auvergne Rhone Alpes";"Alimentation humaine";"09";71
"2021LSAL09483";"Alerte Produit";"Lait de vache";"Auvergne Rhone Alpes";"Alimentation humaine";"09";72
"2021LSAL09482";"Alerte Produit";"Fromages fabriqués à partir de lait de vache";"Auvergne Rhone Alpes";"Alimentation humaine";"09";71
"2021LSAL09438";"Surveillance";"Fromages fabriqués à partir de lait de vache";"Auvergne Rhone Alpes";"Alimentation humaine";"10";62
"2021LSAL09437";"Surveillance";"Fromages fabriqués à partir de lait de vache";"Auvergne Rhone Alpes";"Alimentation humaine";"10";62
"2021LSAL09417";"Surveillance";"Bovins";"Occitanie";"Santé et production animales";"10";73
"2021LSAL07599";"Surveillance";"Viande porcine";"Pays de la Loire";"Alimentation humaine";"09";74
"2021LSAL07593";"Surveillance";"Viande porcine";"Pays de la Loire";"Alimentation humaine";"06";75
"2021LSAL07590";"Surveillance";"Viande porcine";"Bretagne";"Alimentation humaine";"09";76
"2021LSAL07589";"Surveillance";"Viande porcine";"Bretagne";"Alimentation humaine";"09";76
"2021LSAL07587";"Surveillance";"Viande porcine";"Auvergne Rhone Alpes";"Alimentation humaine";"10";77
"2021LSAL07586";"Surveillance";"Viande porcine";"Auvergne Rhone Alpes";"Alimentation humaine";"10";77
"2021LSAL07585";"Surveillance";"Viande porcine";"Auvergne Rhone Alpes";"Alimentation humaine";"09";78
"2021LSAL07584";"Surveillance";"Viande porcine";"Auvergne Rhone Alpes";"Alimentation humaine";"09";78
"2021LSAL07583";"Surveillance";"Viande porcine";"Auvergne Rhone Alpes";"Alimentation humaine";"09";78
"2021LSAL07582";"Surveillance";"Viande porcine";"Auvergne Rhone Alpes";"Alimentation humaine";"09";78
"2021LSAL07581";"Surveillance";"Viande porcine";"Auvergne Rhone Alpes";"Alimentation humaine";"09";78
"2021LSAL07580";"Surveillance";"Viande porcine";"Auvergne Rhone Alpes";"Alimentation humaine";"07";79
"2021LSAL07566";"Surveillance";"Fromages fabriqués à partir de lait de vache";"Auvergne Rhone Alpes";"Alimentation humaine";"09";80
"2021LSAL07565";"Surveillance";"Fromages fabriqués à partir de lait de vache";"Auvergne Rhone Alpes";"Alimentation humaine";"09";80
"2021LSAL07564";"Surveillance";"produits laitiers, non précisé";"Bretagne";"Alimentation humaine";"09";81
"2021LSAL07557";"Surveillance";"Gallus gallus";"DOM";"Santé et production animales";"09";82
"2021LSAL07552";"Surveillance";"Fromages fabriqués à partir de lait de vache";"Auvergne Rhone Alpes";"Alimentation humaine";"09";80
"2021LSAL07544";"Surveillance";"Viande de canard";"Occitanie";"Alimentation humaine";"09";83
"2021LSAL07527";"Surveillance";"Viande porcine";"Provence Alpes Cote d Azur";"Alimentation humaine";"09";84
"2021LSAL07521";"Programmes de contrôle et d'éradication";"Gallus gallus";"Normandie";"Santé et production animales";"09";85
"2021LSAL07442";"Surveillance";"Viande de canard";"Occitanie";"Alimentation humaine";"09";83
"2021LSAL07440";"Programmes de contrôle et d'éradication";"Dindes";"Bretagne";"Santé et production animales";"09";86
"2021LSAL07417";"Surveillance";"Viande porcine";"Grand Est";"Alimentation humaine";"09";87
"2021LSAL07413";"Surveillance";"Pintades";"Bretagne";"Santé et production animales";"09";88
"2021LSAL07086";"Surveillance";"Viande porcine";"Hauts de France";"Alimentation humaine";"08";89
"2021LSAL07082";"Alerte Produit";"Viande de poulet (Gallus gallus)";"Nouvelle Aquitaine";"Alimentation humaine";"09";90
"2021LSAL07080";"Non spécifié";"Fromages fabriqués à partir de lait de vache";"Auvergne Rhone Alpes";"Alimentation humaine";"08";91
"2021LSAL07079";"Non spécifié";"Fromages fabriqués à partir de lait de vache";"Auvergne Rhone Alpes";"Alimentation humaine";"08";91
"2021LSAL07078";"Surveillance";"Fromages fabriqués à partir de lait de vache";"Auvergne Rhone Alpes";"Alimentation humaine";"08";41
"2021LSAL07077";"Surveillance";"Fromages fabriqués à partir de lait de vache";"Auvergne Rhone Alpes";"Alimentation humaine";"08";41
"2021LSAL07076";"Surveillance";"Fromages fabriqués à partir de lait de vache";"Auvergne Rhone Alpes";"Alimentation humaine";"08";41
"2021LSAL07075";"Surveillance";"Fromages fabriqués à partir de lait de vache";"Auvergne Rhone Alpes";"Alimentation humaine";"08";41
"2021LSAL07072";"Surveillance";"Viande de poulet (Gallus gallus)";"DOM";"Alimentation humaine";"08";92
"2021LSAL07067";"Surveillance";"Gallus gallus";"Bretagne";"Santé et production animales";"09";93
"2021LSAL07066";"Contrôle autorité (national)";"Gallus gallus";"Occitanie";"Santé et production animales";"09";94
"2021LSAL07065";"Etudes cliniques";"Porcs";"Nouvelle Aquitaine";"Santé et production animales";"08";95
"2021LSAL06953";"Surveillance";"Fromages fabriqués à partir de lait de vache";"Auvergne Rhone Alpes";"Alimentation humaine";"08";41
"2021LSAL06952";"Surveillance";"Fromages fabriqués à partir de lait de vache";"Auvergne Rhone Alpes";"Alimentation humaine";"08";41
"2021LSAL06947";"Surveillance";"Viande de canard";"Occitanie";"Alimentation humaine";"08";96
"2021LSAL06928";"Programmes de contrôle et d'éradication";"Dindes";"Bretagne";"Santé et production animales";"12";97
"2021LSAL06902";"Surveillance";"Viande porcine";"Nouvelle Aquitaine";"Alimentation humaine";"08";98
"2021LSAL06901";"Surveillance";"Viande porcine";"Nouvelle Aquitaine";"Alimentation humaine";"08";98
"2021LSAL06889";"Surveillance";"Viande de canard";"Occitanie";"Alimentation humaine";"08";96
"2021LSAL06888";"Surveillance";"Lait d'autres espèces animales ou non précisé";"Auvergne Rhone Alpes";"Alimentation humaine";"08";99
"2021LSAL06883";"Plan de surveillance actif";"Aliments composés pour Porcs";"Pays de la Loire";"Alimentation animale";"08";100
"2021LSAL06881";"Surveillance";"Fromages fabriqués à partir de lait de vache";"Auvergne Rhone Alpes";"Alimentation humaine";"08";41
"2021LSAL06880";"Surveillance";"Fromages fabriqués à partir de lait de vache";"Auvergne Rhone Alpes";"Alimentation humaine";"08";41
"2021LSAL06879";"Surveillance";"Fromages fabriqués à partir de lait de vache";"Auvergne Rhone Alpes";"Alimentation humaine";"08";41
"2021LSAL06878";"Surveillance";"Denrées alimentaires, non précisé";"Auvergne Rhone Alpes";"Alimentation humaine";"08";101
"2021LSAL06877";"Surveillance";"Fromages fabriqués à partir de lait de vache";"Auvergne Rhone Alpes";"Alimentation humaine";"08";41
"2021LSAL06876";"Epidémie/Alerte";"Viande porcine";"Auvergne Rhone Alpes";"Alimentation humaine";"08";102
"2021LSAL06875";"Epidémie/Alerte";"Viande porcine";"Auvergne Rhone Alpes";"Alimentation humaine";"08";102
"2021LSAL06874";"Epidémie/Alerte";"Viande porcine";"Auvergne Rhone Alpes";"Alimentation humaine";"08";102
"2021LSAL06872";"Epidémie/Alerte";"Viande porcine";"Auvergne Rhone Alpes";"Alimentation humaine";"08";102
"2021LSAL06869";"Surveillance";"Produits de la pêche, non précisé";"Auvergne Rhone Alpes";"Alimentation humaine";"07";103
"2021LSAL06868";"Surveillance";"Fromages fabriqués à partir de lait de vache";"Auvergne Rhone Alpes";"Alimentation humaine";"08";41
"2021LSAL06867";"Programmes de contrôle et d'éradication";"Dindes";"Bretagne";"Santé et production animales";"08";104
"2021LSAL06866";"Programmes de contrôle et d'éradication";"Dindes";"Bretagne";"Santé et production animales";"08";104
"2021LSAL06865";"Programmes de contrôle et d'éradication";"Dindes";"Bretagne";"Santé et production animales";"08";104
"2021LSAL06864";"Programmes de contrôle et d'éradication";"Dindes";"Bretagne";"Santé et production animales";"08";104
"2021LSAL06863";"Programmes de contrôle et d'éradication";"Dindes";"Bretagne";"Santé et production animales";"08";104
"2021LSAL06748";"Surveillance";"Gallus gallus";"Auvergne Rhone Alpes";"Santé et production animales";"08";105
"2021LSAL06747";"Surveillance";"Gallus gallus";"Auvergne Rhone Alpes";"Santé et production animales";"07";106
"2021LSAL06744";"Surveillance";"Viande porcine";"Bretagne";"Alimentation humaine";"08";107
"2021LSAL06703";"Surveillance";"Gallus gallus";"Hauts de France";"Santé et production animales";"07";108
"2021LSAL06697";"Etudes cliniques";"Cerfs sauvages (chevreuil)";"Bourgogne Franche Comte";"Santé et production animales";"08";109
"2021LSAL06694";"Surveillance";"Viande porcine";"Bourgogne Franche Comte";"Alimentation humaine";"06";110
"2021LSAL06689";"Non spécifié";"Fromages fabriqués à partir de lait de vache";NA;"Alimentation humaine";"10";111
